gene
AARS2
AASDHPPT
AATK
ABCA5
ABCB7
ABCC10
ABCC3
ABCE1
ABHD16A
ABHD16B
ABHD3
ABI3
ABLIM1
ABRACL
ABT1
ACAA2
ACAD10
ACAD11
ACADSB
ACAT1
ACAT2
ACD
ACE
ACE2
ACOT13
ACOT8
ACP1
ACPP
ACSF2
ACTA2
ACTG1
ADAD1
ADAM32
ADAM33
ADAM9
ADAMTS1
ADAMTS12
ADAMTS3
ADAMTS5
ADAMTS9
ADAMTSL1
ADAT2
ADCK2
ADD2
ADGB
ADIRF
ADK
ADM
ADORA1
ADORA2A
ADRA1D
ADRA2B
ADRB1
ADRBK2
ADRM1
AFAP1L2
AGBL3
AGBL4
AGFG1
AGK
AGO2
AGRN
AIG1
AIMP1
AK1
AK3
AK7
AKAP10
AKAP12
AKAP14
AKAP17A
AKAP4
AKAP6
AKR1A1
AKT2
ALB
ALDH2
ALDH3A1
ALDH3B1
ALDH7A1
ALDH8A1
ALK
ALKBH8
ALOX12B
ALOX15B
ALOX5AP
ALOXE3
AMACR
AMELX
AMER2
AMPD3
AMPH
AMZ2
ANAPC10
ANAPC13
ANAPC7
ANGEL1
ANGPTL2
ANKDD1A
ANKFY1
ANKRD13A
ANKRD17
ANKRD22
ANKRD29
ANKRD30A
ANKRD30B
ANKRD34B
ANKRD36C
ANKRD40
ANKRD44
ANKRD50
ANKRD52
ANKRD53
ANKRD60
ANKS1A
ANLN
ANP32E
ANTXR1
ANXA10
AOAH
AOC1
AP1B1
AP1S2
AP2S1
AP3M1
AP4E1
AP4S1
AP5S1
APBA2
APC
APCDD1L
APEX1
APH1A
APH1B
APLF
APOB
APOBEC1
APOBEC2
APP
ARAP3
ARC
ARFGAP1
ARFIP1
ARFRP1
ARHGAP10
ARHGAP11B
ARHGAP21
ARHGAP25
ARHGAP27
ARHGAP35
ARHGAP39
ARHGAP5
ARHGAP6
ARHGDIG
ARHGEF1
ARID1B
ARL1
ARL14
ARL2
ARL5A
ARL8B
ARMC3
ARMC4
ARPC3
ARPC5L
ARPP19
ARRDC3
ARRDC4
ARSD
ARSE
ARSF
ARSG
ARSH
ART1
ART5
ARTN
ASAP3
ASB11
ASB9
ASCC3
ASIC5
ASMT
ASMTL
ASPHD2
ASTE1
ASTL
ASXL2
ATAD2B
ATG2A
ATG2B
ATG7
ATL3
ATM
ATP10A
ATP11B
ATP12A
ATP1B4
ATP2A1
ATP2A2
ATP2A3
ATP2B4
ATP5E
ATP5EP2
ATP5G1
ATP5J
ATP5O
ATP5SL
ATP6V0D2
ATP6V1A
ATP6V1B1
ATP6V1E1
ATP8A2
ATP8B4
ATPAF1
ATRN
ATRX
ATXN3L
ATXN7
AUP1
AVP
AVPR1B
AXIN1
AXL
AZGP1
B3GALNT1
B3GALT4
B3GNT2
B3GNT8
B4GALNT2
B9D2
BAD
BAG3
BANF1
BASP1
BATF2
BBC3
BBS1
BBS10
BBS12
BCHE
BCKDHA
BCL2L10
BCL2L13
BCLAF1
BDKRB1
BDKRB2
BEND5
BEST3
BEST4
BID
BIRC7
BLK
BLM
BLOC1S5
BLVRB
BMP10
BMP6
BMP7
BMPR1A
BMPR2
BMS1
BMX
BNC2
BNIP3
BOLA1
BOLA2
BPY2B
BPY2C
BRAF
BRAP
BRAT1
BRCA2
BRI3BP
BRMS1
BRSK2
BTAF1
BTBD18
BTBD19
BTG2
BTG3
BTN1A1
BTN2A1
BTN2A2
BTN3A1
BTN3A3
BTRC
BUB3
BZW1
C10orf55
C10orf67
C10orf88
C11orf31
C11orf65
C11orf68
C11orf84
C11orf85
C11orf87
C12orf43
C12orf76
C14orf132
C15orf32
C15orf62
C16orf13
C16orf54
C16orf86
C17orf102
C17orf58
C17orf80
C17orf89
C18orf32
C18orf54
C18orf8
C19orf47
C19orf60
C1D
C1GALT1C1
C1QA
C1QB
C1QC
C1QL2
C1QTNF3
C1QTNF9
C1QTNF9B
C1orf210
C1orf228
C1orf50
C1orf54
C20orf141
C20orf194
C20orf195
C20orf196
C20orf197
C20orf27
C20orf85
C21orf59
C21orf62
C21orf91
C22orf15
C22orf31
C2orf44
C2orf66
C2orf71
C2orf76
C2orf83
C3orf14
C3orf49
C4orf33
C4orf45
C4orf46
C4orf51
C5AR1
C5AR2
C5orf17
C5orf24
C5orf63
C6orf222
C6orf25
C6orf62
C6orf89
C6orf99
C7orf49
C7orf50
C8orf31
C8orf33
C8orf48
C8orf49
C8orf59
C8orf74
C8orf82
C8orf86
C9orf16
C9orf66
C9orf92
CA1
CA12
CA13
CA14
CA2
CA3
CA5B
CABIN1
CABLES1
CABLES2
CABYR
CACNA1F
CACNB4
CADPS
CALB1
CALCRL
CALM3
CAMK4
CAMKK1
CAMLG
CAND1
CAND2
CAP1
CAPN15
CAPN3
CAPRIN2
CAPSL
CARD16
CARD17
CARD18
CARS
CASP1
CASP2
CASP4
CASP5
CASS4
CATSPER1
CATSPER3
CBR1
CBR3
CBWD1
CBWD2
CCDC117
CCDC120
CCDC125
CCDC138
CCDC141
CCDC142
CCDC150
CCDC17
CCDC170
CCDC171
CCDC22
CCDC24
CCDC28A
CCDC30
CCDC39
CCDC59
CCDC60
CCDC61
CCDC68
CCDC7
CCDC78
CCDC8
CCDC85B
CCDC88B
CCDC9
CCDC91
CCDC97
CCK
CCL1
CCL13
CCL14
CCL15
CCL16
CCL18
CCL20
CCL23
CCL24
CCL25
CCL26
CCL3
CCL3L3
CCL4
CCL4L1
CCL8
CCNB1
CCNB1IP1
CCNB3
CCNC
CCNL1
CCNY
CCPG1
CCR8
CCT2
CCT4
CCT6B
CCT8
CCT8L2
CD109
CD163
CD163L1
CD177
CD19
CD207
CD209
CD248
CD274
CD300LF
CD320
CD40
CD79A
CD83
CD99
CDC20
CDC25B
CDC37L1
CDC42
CDC42BPG
CDCA5
CDH10
CDH12
CDH18
CDH22
CDH26
CDH4
CDH6
CDH9
CDHR5
CDIPT
CDK12
CDK15
CDK18
CDK2
CDK5RAP3
CDK7
CDK8
CDK9
CDKAL1
CDKL3
CDKN1A
CDKN2AIPNL
CDRT15L2
CDS2
CDX4
CDY1
CDY1B
CEACAM1
CEACAM21
CEACAM3
CEACAM4
CEACAM5
CEACAM6
CEACAM7
CEACAM8
CECR1
CECR2
CECR5
CECR6
CELA3A
CELA3B
CEND1
CENPH
CENPJ
CENPT
CEP63
CER1
CERS1
CERS4
CFL1
CFLAR
CGNL1
CH25H
CHAC1
CHAD
CHCHD10
CHD1
CHD2
CHD3
CHEK2
CHGB
CHI3L1
CHIC1
CHIT1
CHL1
CHN1
CHODL
CHP1
CHRFAM7A
CHRM2
CHRNA1
CHRNA10
CHRNA4
CHST12
CHST15
CILP
CIPC
CITED1
CITED2
CITED4
CIZ1
CKMT2
CLCN1
CLCN4
CLCN5
CLDN17
CLDN19
CLDN20
CLDN8
CLEC4C
CLEC4F
CLEC4G
CLEC4M
CLGN
CLIC1
CLIC5
CLIC6
CLIP4
CLK1
CLMN
CLPX
CLRN2
CLRN3
CLSTN2
CLTCL1
CMBL
CMPK1
CNBD1
CNFN
CNGB3
CNIH2
CNKSR3
CNOT2
CNOT4
CNOT7
CNOT8
CNPY2
CNRIP1
CNTD2
CNTF
CNTLN
CNTN2
CNTN4
CNTN6
CNTROB
COCH
COG1
COL12A1
COL1A1
COL20A1
COL25A1
COL4A3
COL4A4
COL9A2
COL9A3
COMMD1
COMMD5
COMP
COPB2
COPE
COPS2
COPZ1
COQ10A
COX18
COX8A
CPE
CPEB3
CPNE3
CPNE4
CPNE5
CPXM1
CPXM2
CRB2
CRBN
CRHR1
CRIP3
CRLF1
CRLF2
CRTC1
CRTC3
CRYBA4
CRYBB1
CRYBB2
CRYBB3
CRYL1
CRYZL1
CS
CSF2RA
CSGALNACT2
CSNK1G1
CST6
CSTF1
CT47A12
CT47B1
CTAGE1
CTAGE15
CTAGE6
CTCFL
CTIF
CTNNB1
CTNND1
CTNND2
CTPS1
CTPS2
CTR9
CTRL
CTSA
CTSB
CTSD
CTSE
CTSO
CTSW
CTSZ
CTXN1
CTXN3
CUL3
CUL4B
CUL5
CWC15
CWC22
CWF19L2
CXADR
CXCL17
CXXC1
CYB561
CYB5D2
CYBRD1
CYFIP1
CYFIP2
CYHR1
CYP11B1
CYP11B2
CYP19A1
CYP26A1
CYP26B1
CYP26C1
CYP2A13
CYP2A6
CYP2A7
CYP2B6
CYP2F1
CYP2S1
CYP2U1
CYP2W1
CYP39A1
CYP3A4
CYP3A43
CYP3A5
CYP3A7
CYP4A11
CYP4A22
CYP4B1
CYP4X1
CYP4Z1
CYYR1
DAAM2
DACT3
DAP
DAPK2
DAW1
DAZ3
DAZ4
DBI
DCAF16
DCAF17
DCAF4L2
DCC
DCDC2
DCHS2
DCLK2
DCLRE1A
DCUN1D1
DDAH2
DDRGK1
DDT
DDX10
DDX21
DDX3Y
DDX46
DDX49
DDX52
DDX54
DDX60
DDX60L
DEAF1
DECR1
DECR2
DEFB110
DEFB112
DEFB113
DEFB114
DEFB130
DEFB133
DEFB134
DEFB135
DEFB136
DEK
DENND1A
DENND2A
DENND3
DENND4A
DENND5A
DERL3
DGCR14
DGCR2
DGCR6
DHFR
DHRS13
DHRSX
DHX15
DHX34
DIAPH1
DIDO1
DLC1
DLK2
DLL4
DMAP1
DMRTC1
DMRTC1B
DMXL2
DNAAF3
DNAJB9
DNAJC13
DNAJC17
DNAJC19
DNAJC28
DNAJC4
DNAJC5G
DNPH1
DNTTIP1
DOCK10
DOCK4
DOCK8
DONSON
DOPEY2
DPCD
DPEP2
DPEP3
DPM2
DPP3
DPP8
DPPA3
DPYSL4
DQX1
DRAP1
DRC1
DRD4
DROSHA
DSP
DSTYK
DTD2
DTWD1
DTX1
DTX4
DUPD1
DUS2
DUSP13
DUSP14
DUSP19
DUSP2
DUSP8
DYM
DYNAP
DYNC1I2
DYNLT1
DYRK2
DYX1C1
EBF3
EBF4
EBNA1BP2
ECM1
ECT2
ECT2L
EDAR
EDC4
EDEM1
EDN2
EDN3
EDNRA
EEF1A2
EEF1E1
EEPD1
EFCAB12
EFCAB14
EFCAB3
EFEMP2
EFHC1
EGFL6
EGFLAM
EHBP1
EHD1
EHD4
EIF1AD
EIF1B
EIF2B3
EIF2B4
EIF3B
EIF4G2
EIF5AL1
ELAC1
ELAVL1
ELAVL4
ELFN1
ELL
ELMO1
ELMO2
ELMOD1
ELMOD2
ELOVL1
EME1
EMID1
ENG
ENKD1
ENPP4
ENPP5
ENTHD2
ENTPD3
EPB41L4A
EPB41L4A-AS2
EPB41L5
EPC1
EPDR1
EPHA1
EPHA8
EPHB1
EPHB2
EPPIN-WFDC6
EPS8L1
EPS8L2
EPT1
ERAL1
ERAP2
ERBB3
ERCC6L
ERGIC2
ERI3
ERMAP
ERMP1
ESCO1
ETAA1
ETFDH
ETNK2
ETNPPL
EVA1C
EVI5L
EXD1
EXO5
EXOC6
EXOC6B
EXOSC5
EXPH5
EYA2
EZR
FAAH
FAHD2A
FAM102A
FAM104A
FAM106A
FAM110C
FAM111A
FAM111B
FAM117B
FAM124B
FAM126B
FAM129B
FAM131B
FAM136A
FAM151B
FAM160A1
FAM161A
FAM167A
FAM169B
FAM171B
FAM172A
FAM173A
FAM174A
FAM174B
FAM179A
FAM180A
FAM184B
FAM186B
FAM189A1
FAM195A
FAM198B
FAM209A
FAM209B
FAM210A
FAM214A
FAM217B
FAM218A
FAM222B
FAM227B
FAM228A
FAM228B
FAM231D
FAM24A
FAM24B
FAM25A
FAM25C
FAM53B
FAM65B
FAM71B
FAM72A
FAM86B1
FAM86B2
FAM96A
FAM9A
FAM9B
FAM9C
FAN1
FANCB
FAR2
FAS
FASTKD5
FAT4
FBL
FBLN7
FBN3
FBXL16
FBXL20
FBXL22
FBXO48
FBXO5
FBXW4
FBXW7
FCAR
FCER2
FCGBP
FCGR1A
FCHSD1
FDFT1
FDXR
FERMT3
FES
FEZF2
FGA
FGB
FGF16
FGF2
FGF20
FGF7
FGF8
FGF9
FGFR1
FGFR2
FGG
FHDC1
FIBP
FIGF
FKBP1B
FKBP2
FKBP8
FKRP
FLNA
FLOT2
FLRT1
FLT1
FLT3
FMNL3
FMOD
FNDC1
FNDC3B
FNDC8
FNIP2
FOSL1
FOXD4
FOXD4L1
FOXE3
FOXH1
FOXI2
FOXL2
FPGS
FREM1
FRMPD2
FRMPD4
FRS2
FRY
FSIP2
FSTL5
FTSJ2
FUCA2
FURIN
FXR1
FXYD4
FZD10
FZD7
FZD8
GAB1
GAB4
GABPB1
GABRA5
GABRB3
GABRG3
GAD1
GAGE1
GAGE10
GAGE12B
GAGE12C
GAGE12D
GAGE12E
GAGE12F
GAGE12G
GAGE12H
GAGE12I
GAGE12J
GAGE13
GAGE2A
GAGE2B
GAGE2C
GAGE2D
GAGE2E
GAL3ST3
GALK2
GALNT18
GANC
GAPVD1
GARNL3
GART
GAS2L1
GC
GCHFR
GCOM1
GDF1
GDF10
GDF15
GDF2
GDF3
GDF7
GDNF
GEMIN5
GEMIN8
GFOD1
GFOD2
GFRA4
GGA3
GGT1
GGT5
GHSR
GID8
GIF
GIMAP1
GIMAP2
GIMAP4
GIMAP5
GIMAP6
GIMAP7
GIMAP8
GINM1
GIP
GJA3
GJB2
GJB6
GJC3
GJD4
GKN1
GKN2
GLDC
GLDN
GLIPR1
GLIPR1L1
GLIPR1L2
GLRA2
GLRB
GLRX3
GLRX5
GLT1D1
GLUD1
GLYAT
GLYATL1
GLYATL2
GML
GMNN
GMPS
GNAI2
GNAS
GNAT1
GNB5
GNG8
GNGT2
GNRH2
GOLGA1
GOLGA6L1
GOLGA6L2
GOLGA6L6
GOLGA8F
GOLGA8G
GOLGA8J
GOLGA8M
GOLGA8R
GOLT1A
GORASP2
GP6
GPAT2
GPBP1L1
GPCPD1
GPER1
GPHA2
GPKOW
GPM6B
GPR12
GPR137
GPR141
GPR143
GPR146
GPR155
GPR182
GPR20
GPR21
GPR26
GPR84
GPT
GRAMD1C
GRAMD3
GREB1L
GRIA2
GRIA4
GRID1
GRIK1
GRIK1-AS2
GRIK2
GRIN2C
GRIP1
GRIPAP1
GRM1
GRM7
GRPR
GSKIP
GSTK1
GSTT1
GSTT2
GSTT2B
GSTZ1
GTF2H5
GTF3C2
GTF3C3
GTPBP6
GUCA2A
GUCA2B
GUCD1
GUCY1A2
GUCY1A3
GUCY1B3
GUCY2D
GULP1
GYG2
GYPA
GYPB
GYPE
H1FX
H2AFY
HACE1
HADH
HADHA
HADHB
HAGHL
HAVCR1
HAVCR2
HBA1
HBA2
HBM
HBQ1
HBS1L
HBZ
HCCS
HCFC1
HDAC3
HDAC8
HDC
HDDC3
HDGFL1
HDHD2
HEATR5A
HEBP2
HECA
HECTD1
HECTD3
HELB
HELZ2
HERC1
HERC2
HES4
HHEX
HHIP
HIF3A
HIPK4
HIST1H2AA
HIST1H2AG
HIST1H2BA
HIST1H2BJ
HIST1H2BK
HIST1H4I
HIST2H2AA3
HIST2H2AA4
HIST2H2AB
HIST2H2AC
HIST2H2BE
HIST2H2BF
HIST2H3A
HIST2H3C
HIST2H3D
HIST2H4A
HIST2H4B
HIVEP2
HIVEP3
HK1
HKDC1
HMCES
HMGA2
HMGB1
HMGN4
HNRNPA1
HNRNPR
HNRNPUL1
HOMER3
HPDL
HPS4
HRAS
HRASLS2
HRASLS5
HRH1
HRH3
HRH4
HS1BP3
HSCB
HSD17B1
HSD17B6
HSD17B8
HSP90AB1
HSPA12B
HSPA13
HSPA4L
HSPA5
HSPB1
HSPB8
HSPG2
HSPH1
HTR1D
HTRA4
HUNK
HYAL3
HYI
ICA1L
ID3
IDE
IDH3B
IER3IP1
IFIT1
IFIT1B
IFIT2
IFIT3
IFIT5
IFITM10
IFNAR1
IFNAR2
IFNG
IFNGR1
IFNGR2
IFRD2
IFT122
IFT20
IFT81
IFT88
IGDCC3
IGF1R
IGF2BP1
IGF2BP2
IGF2R
IGFBP2
IGFBP5
IGFL1
IGFL2
IGFL3
IGFL4
IGLL1
IKZF4
IKZF5
IL10RB
IL13
IL15
IL17A
IL17D
IL17F
IL17RA
IL18R1
IL1F10
IL1R1
IL1R2
IL1RL1
IL1RL2
IL1RN
IL2
IL20RA
IL21
IL22RA2
IL33
IL3RA
IL4
IL5
IL5RA
IL7R
IMMP2L
IMPACT
INO80
INO80B
INPP4B
INPP5F
INSL4
INSL6
INTS1
INTU
IPCEF1
IPO7
IPO8
IPP
IQCD
IQCE
IRAK1
IRAK3
IRF2BPL
IRS1
ISG15
ISYNA1
ITGA5
ITGAV
ITGB1
ITIH5
ITK
ITPA
ITPKA
ITPR1
ITSN1
IYD
JADE1
JADE2
JAK2
JAKMIP3
JAM2
JMJD7
JMJD7-PLA2G4B
JMJD8
JUND
KANK1
KAT5
KAT6B
KATNA1
KATNAL1
KATNAL2
KAZALD1
KBTBD13
KBTBD3
KCNAB1
KCNAB3
KCND1
KCNE1
KCNE2
KCNH2
KCNH3
KCNIP3
KCNIP4
KCNJ16
KCNJ2
KCNK4
KCNK7
KCNQ2
KCNQ4
KCNV2
KCTD20
KDELC2
KDM1A
KDM1B
KDM4A
KDM4C
KDM7A
KIAA0101
KIAA0141
KIAA0825
KIAA0895
KIAA0922
KIAA1217
KIAA1279
KIAA1456
KIAA1671
KIAA2022
KIF11
KIF22
KIF2C
KIF3A
KIF3C
KIF4B
KIF6
KIFC2
KIR3DL2
KISS1
KL
KLC2
KLF17
KLHDC8A
KLHL17
KLHL2
KLHL26
KLHL29
KLHL33
KLHL42
KNCN
KPNA2
KPNB1
KREMEN1
KRR1
KRTAP11-1
KRTAP13-1
KRTAP13-2
KRTAP13-3
KRTAP13-4
KRTAP15-1
KRTAP19-1
KRTAP19-2
KRTAP19-3
KRTAP19-4
KRTAP19-5
KRTAP19-6
KRTAP19-7
KRTAP19-8
KRTAP20-1
KRTAP20-2
KRTAP20-4
KRTAP21-1
KRTAP21-2
KRTAP21-3
KRTAP22-1
KRTAP22-2
KRTAP23-1
KRTAP24-1
KRTAP25-1
KRTAP26-1
KRTAP27-1
KRTAP5-1
KRTAP5-2
KRTAP5-3
KRTAP5-4
KRTAP5-5
KRTAP5-6
KRTAP6-1
KRTAP6-2
KRTAP6-3
KRTAP8-1
KSR2
KXD1
KY
LACTB
LAMA3
LAMA5
LAMB4
LAMP2
LAP3
LARP1B
LAT
LATS1
LATS2
LAX1
LBH
LBX1
LCAT
LCLAT1
LCN2
LCORL
LDB2
LDB3
LDLRAD2
LDLRAD4
LEKR1
LEMD1
LEO1
LETM2
LFNG
LGALS12
LGALS9B
LGALS9C
LHPP
LIFR
LIG3
LIME1
LIMS1
LINC00999
LIPA
LIPE
LIPG
LIPI
LIX1
LLPH
LMBRD2
LMNB1
LNPEP
LNX2
LONRF1
LPXN
LRAT
LRBA
LRFN2
LRP11
LRP5L
LRRC10
LRRC14
LRRC16A
LRRC24
LRRC25
LRRC27
LRRC28
LRRC41
LRRC46
LRRC56
LRRC59
LRRC61
LRRC8E
LRRIQ1
LRRN1
LRRN2
LRRN3
LRSAM1
LSM14B
LSM4
LSM6
LSMEM2
LSP1
LTK
LTN1
LTV1
LUC7L
LUC7L3
LURAP1
LURAP1L
LUZP1
LUZP6
LY6D
LY6E
LY6G5B
LY6G5C
LY6G6C
LY6G6D
LY6G6E
LY6G6F
LY6K
LYNX1
LYPD2
LYPD3
LYPD4
LYRM9
LYSMD2
LYSMD4
LYVE1
LYZL4
LYZL6
LZTS2
LZTS3
MAB21L2
MACROD1
MAD1L1
MAGEB17
MAGEE1
MAGEE2
MAGEL2
MAGIX
MAGT1
MAL2
MAML3
MAN2A2
MAP2K6
MAP2K7
MAP3K10
MAP3K11
MAP3K5
MAP3K7CL
MAP4K2
MAP4K4
MAP7
MAP9
MAPK4
MAPK6
MAPK8
MAPKAP1
MAPKAPK5
MAPKBP1
MAPT
MARCH1
MARCH10
MARCH3
MARCH4
MARCH5
MARCH6
MARCO
MARK2
MAS1
MAST2
MAVS
MBD1
MBD2
MBD4
MBOAT1
MC2R
MC5R
MCCC1
MCHR2
MCM3
MCMBP
MCRS1
MCTP1
MCTP2
MCTS1
MCUR1
MDGA2
MDH2
MDM4
MDS2
ME2
MECP2
MED1
MED28
MED7
MED8
MEDAG
MEGF10
MEGF11
MEGF8
MEN1
MERTK
METRN
METTL25
METTL2A
METTL8
MEX3C
MFF
MFSD2B
MFSD3
MFSD8
MGAT4C
MGMT
MGST2
MIB1
MICAL3
MICALL2
MICU2
MICU3
MID1
MIEF2
MIF
MIPEP
MIS18A
MKI67
MKNK1
MKRN1
MKRN2
MKRN3
MKX
MLANA
MMAA
MMACHC
MMP11
MMP16
MMP9
MMRN2
MN1
MND1
MNS1
MOB3C
MOBP
MOCS1
MOGS
MOSPD2
MPDZ
MPEG1
MPG
MPHOSPH8
MPL
MPP7
MPV17
MRAP
MRC2
MREG
MRGBP
MRGPRE
MRGPRG
MRO
MRPL10
MRPL11
MRPL16
MRPL18
MRPL22
MRPL23
MRPL27
MRPL28
MRPL3
MRPL39
MRPL53
MRPS21
MRPS22
MRPS26
MRPS33
MRPS36
MRPS6
MRVI1
MS4A2
MS4A3
